PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY
FL-W-21107,"CITRUS DISTILLERS, LLC","CITRUS DISTILLERS, LLC",2222 HARPER ST,JACKSONVILLE,FL,32204,DUVAL
FL-W-21108,CRACKER HOUSE WINERY LLC,CRACKER HOUSE WINERY,522 SE 897TH ST,OLD TOWN,FL,32680,DIXIE
FL-W-21110,THREE HANDS MEAD & WINE LLC,THREE HANDS MEAD COMPANY,111 S EVERS ST,PLANT CITY,FL,33563,
FL-W-21111,"FLORIDA RUM COMPANY, LLC",ZIAMI DISTILLERY,4001 N 29TH AVE,HOLLYWOOD,FL,33020,BROWARD
FL-W-21112,"BREWLIHAN MEAD COMPANY, LLC",BREWLIHAN MEAD COMPANY,3472 NE 5TH AVE,OAKLAND PARK,FL,33334,BROWARD
FL-W-21113,NECTAREOUS MEAD LLC,NECTAREOUS MEAD LLC,556 FLORIDA CENTRAL PKWY STE 1000,LONGWOOD,FL,32750,SEMINOLE
FL-W-21114,THREE DOVES ENTERPRISES INC.,FIORELLI WINERY,4250 CR 675,BRADENTON,FL,34211,MANATEE
FL-W-21115,"MARKS BROTHERS CONSTRUCTION COMPANY, INC.",TARPON SPRINGS CASTLE WINERY,320 E TARPON AVE,TARPON SPRINGS,FL,34689,
FL-W-21116,SUNSET DREAMS WINERY LLC,SUNSET DREAMS MEADERY,234 OAKFIELD DR,BRANDON,FL,33511,HILLSBOROUGH
FL-W-21117,THE LOCAL BREW COMPANY,,1050 CYPRESS VILLAGE BLVD,RUSKIN,FL,33573,HILLSBOROUGH
FL-W-21118,"MR AND MRS HANDLING, LLC",MR AND MRS HANDLING,3325 S UNIVERSITY DR S STE 211,DAVIE,FL,33328,BROWARD
FL-W-21119,"BJL SOURCES, INC. D/B/A YE OLDE BROTHERS BREWERY","BJL SOURCES, INC. D/B/A YE OLDE BROTHERS BREWERY",4460 87 HWY S,NAVARRE,FL,32566,SANTA ROSA
FL-W-21120,FIRST MAGNITUDE BREWING CO.,FIRST MAGNITUDE BREWING COMPANY LLC,1220 SE VEITCH ST,GAINESVILLE,FL,32601,ALACHUA
FL-W-21121,"BLACK WILLOW RANCH, INC.",THE VINEYARDS AT BLACK WILLOW,2350 BLACK WILLOW TRL,MIMS,FL,32754,BREVARD
FL-W-21122,"3 DAUGHTERS BREWING OF CLEARWATER BEACH, LLC",3 DAUGHTERS BREWING OF CLEARWATER BEACH LLC,381 MANDALAY AVE UNIT 3,CLEARWATER BEACH,FL,33767,PINELLAS
FL-W-21123,HIGH ROCK WINE COMPANY L.L.C.,HIGH ROCK WINERY,240 NE 210 AVE,CROSS CITY,FL,32628,DIXIE
FL-W-21124,THE TIPSY BOOKWORM LLC,THE TIPSY BOOKWORM,115 S EVERS ST UNIT B&C,PLANT CITY,FL,33563,HILLSBOROUGH
FL-W-21126,"MIA BREWING CO, INC.",MIA BREWING CO,10400 NW 33RD ST STE 150,DORAL,FL,33172,MIAMI-DADE
FL-W-21127,ACCOMPLICE BEVERAGE COMPANY,BONE SACK CIDER COMPANY AND SPEAKEASY,1623 10TH ST,SAINT CLOUD,FL,34769,OSCEOLA
FL-W-21128,"SUNCOAST GIFTS, INC.",THE FLORIDA WINERY,3416 MORRIS ST N,ST. PETGERSBURG,FL,33713,PINELLAS
FL-W-21129,"BREW THEORY, LLC",FLORIDA CRAFT BREWERY,2650 JEWETT LN,SANFORD,FL,32771,SEMINOLE
FL-W-21130,PROOF BREWING CO.,,1320 S MONROE ST,TALLAHASSEE,FL,32301,LEON
FL-W-21131,"DEVIANT LIBATION, LLC",DEVIANT LIBATION,3800 N NEBRASKA AVE,TAMPA,FL,33603,HILLSBOROUGH
FL-W-21132,"ZYMARIUM MEADERY, LLC",ZYMARIUM MEADERY,1121 N MILLS AVE,ORLANDO,FL,32803,ORANGE
FL-W-21133,"CELEBRATION BREWING COMPANY, LLC",CELEBRATION BREWING CO.,1601 FUTURE WAY,CELEBRATION,FL,34747,OSCEOLA
FL-W-21134,"DUPLIN WINE CELLARS, INCORPORATED",DUPLIN WINERY,120 COYOTE PASS,PANAMA CITY BEACH,FL,32407,BAY
FL-W-21135,"INTRACOASTAL BREWING COMPANY, LLC",,652 W EAU GALLIE BLVD BLDG,MELBOURNE,FL,32935,BREVARD
FL-W-21136,UNBRANDED BREWING COMPANY,UNBRANDED BREWING COMPANY,1395 E 11TH AVE,HIALEAH,FL,33010,DADE
FL-W-21137,FEELGOOD FARMS LLC,,395 DOYLE RD,OSTEEN,FL,32764,
FL-W-21138,TWELVE TALONS BEERWORKS LLC,TWELVE TALONS BEERWORKS,2807 E SOUTH ST,ORLANDO,FL,32803,ORANGE
FL-W-21139,SESH BREWING COMPANY LLC,,2221 4TH ST N,SAINT PETERSBURG,FL,33704,PINELLAS
FL-W-21140,DEKM HOLDINGS INC,WHISPERING OAKS WINERY,10934 CR 475,OXFORD,FL,34484,SUMTER
FL-W-21141,"COLLIER BREWING COMPANY, LLC",BONE HOOK BREWING CO,1514 IMMOKALEE RD UNIT 106,NAPLES,FL,34110,COLLIER
FL-W-21142,EMERALD COAST BREWING COMPANY LLC,EMERALD COAST BREWING COMPANY,5731 MAIN ST,NEW PORT RICHEY,FL,34652,
FL-W-21143,JEKYLL BREWING JAX BEACH LLC,,131 1ST AVE N UNIT 101,JACKSONVILLE BEACH,FL,32250,DUVAL
FL-W-21144,SUGAR WORKS DISTILLERY LLC,SUGAR WORKS DISTILLERY,214 N ORANGE ST,NEW SMYRNA BEACH,FL,32168,VOLUSIA
FL-W-21145,"WAFFLE-SAUCE MEADERY, LLC",,230 E MERRITT ISLAND CSWY STE 104,MERRITT ISLAND,FL,32953,BREVARD
FL-W-21146,DESTIN BREWERY LLC,DESTIN BREWERY,505 MOUNTAIN DR UNIT N,DESTIN,FL,32541,OKALOOSA
FL-W-21147,GEOFFREY'S CELLARS INC.,GEOFFREY'S CELLARS,1016 FLORIDA AVE S,ROCKLEDGE,FL,32955,BREVARD
FL-W-21148,BIG STORM PINELLAS LLC,BIG STORM BREWING CO.,12707 49TH ST N BLDG 1,PINELLAS PARK,FL,33762,PINELLAS
FL-W-38,"EDEN VINEYARDS, INC.",EDEN VINEYARDS,19709 LITTLE LN,ALVA,FL,33920,LEE
FL-W-41,"SEAVIN, INC.",LAKERIDGE WINERY & VINEYARDS,19239 US HIGHWAY 27,CLERMONT,FL,34711,LAKE
FL-W-42,"LESTER B. BIDDLE, JR. & LUCRETIA K. BIDDLE, PARTNERS",THREE OAKS WINERY,3348 HIGHWAY 79,VERNON,FL,32462,WASHINGTON
FL-W-43,"CHAUTAUQUA VINEYARDS & WINERY, INC.",,364 HUGH ADAMS RD,DEFUNIAK SPRINGS,FL,32433,WALTON
FL-W-45,"MANGO BOTTLING, INC.",TOOTER LINGO LIQUEURS,767 CLEARLAKE RD,COCOA,FL,32922,BREVARD
FL-W-46,"DAKOTAH VINEYARDS-WINERY, INC.",DAKOTAH VINEYARDS & WINERY,14365 NW HIGHWAY 19,CHIEFLAND,FL,32626,LEVY
FL-W-47,"FLORIDA ORANGE GROVES, INC.",,1500 PASADENA AVE,SAINT PETERSBURG,FL,33707,PINELLAS
FL-W-51,"MURIELLE WINERY, INC.",MURIELLE WINERY,13131 56TH CT STE 304 &,CLEARWATER,FL,33760,PINELLAS
FL-W-53,INDIAN RIVER BEVERAGE CORPORATION,CELTIC DRINKS COMPANY,200 IMPERIAL BLVD,CAPE CANAVERAL,FL,32920,BREVARD
FL-W-54,"MONTICELLO VINEYARDS & WINERY, INC.",MONTICELLO VINEYARDS & WINERY,1211 WAUKEENAH HWY,MONTICELLO,FL,32344,JEFFERSON
FL-W-55,"WINE ESTATES INTERNATIONAL, INC.",FLORIDA ESTATES WINERY,25241 STATE ROAD 52,LAND O LAKES,FL,34639,PASCO
FL-W-56,"CHAUTAUQUA VINEYARDS & WINERY, INC.",EMERALD COAST WINERY,1708 SCENIC GULF DR,DESTIN,FL,32550,WALTON
FL-W-58,"WINE ESTATES INTERNATIONAL, INC.",FLORIDA ESTATES WINERY,19709 LITTLE LN,ALVA,FL,33920,LEE
FL-W-69,"AL-RITE FRUITS AND SYRUPS, INC.",AL-RITE,18524 NE 2ND AVE,MIAMI,FL,33179,MIAMI-DADE
FL-W-70,"FLORIDA BERRY WINES, INC.",KEEL AND CURLEY WINERY,5210 THONOTOSASSA RD,PLANT CITY,FL,33565,HILLSBOROUGH
GA-W-15000,KENNETH EARL MEINHARDT,MEINHARDT VINEYARDS & WINERY,305 KENNEDY POND RD,STATESBORO,GA,30458,BULLOCH
GA-W-15001,"SHARP MOUNTAIN VINEYARDS, INC.",SHARP MOUNTAIN VINEYARDS,110 RATHGEB TRL,JASPER,GA,30143,PICKENS
GA-W-15005,"BLACKSTOCK VINEYARDS, L.L.C.",BLACKSTOCK VINEYARDS AND WINERY,5452 TOWN CREEK RD,DAHLONEGA,GA,30533,LUMPKIN
GA-W-15006,CRIMSON' N SCARLETTS VINEYARDS,,36 COLLINS RD,DAWSONVILLE,GA,30534,DAWSON
GA-W-15007,"SHANNON VINEYARDS, INC.",SHANNON VINEYARDS,4197 SAVANNAH HWY,SYLVANIA,GA,30467,SCREVEN
GA-W-15012,"YONAH MOUNTAIN VINEYARDS, LLC",YONAH MOUNTAIN VINEYARDS,1717 HIGHWAY 255 SOUTH,CLEVELAND,GA,30528,WHITE
GA-W-15015,"MONKS MEADERY, INC.",MONKS MEADERY,231 COLLINS INDUSTRIAL BLVD,ATHENS,GA,30601,CLARKE
GA-W-15016,SAUTEE-NACOOCHEE VINEYARDS INC.,SAUTEE-NACOOCHEE VINEYARDS,1299 HIGHWAY 17,SAUTE-NACOCHE,GA,30571,WHITE
GA-W-15019,"BUTTERDUCKS ESTATE WINERY, LLC",BUTTERDUCKS ESTATE WINERY,3332 BLUE JAY RD,GUYTON,GA,31312,EFFINGHAM
GA-W-15021,"WARM SPRINGS WINERY, LLC",WARM SPRINGS WINERY,7227 ROOSEVELT HWY,WARM SPRINGS,GA,31830,MERIWETHER
GA-W-15026,"WATERMELON CREEK VINEYARD, LLC",WATERMELON CREEK VINEYARD,2977 MT ZION CHURCH RD,GLENNVILLE,GA,30427,TATTNALL
GA-W-15027,SPRINGTALE WINERY AND VINEYARD,SPRINGTALE WINERY AND VINEYARDS,23072 HWY 15,WHITE PLAINS,GA,30678,GREENE
GA-W-15028,"STONEWALL CREEK VINEYARDS, LLC",STONEWALL CREEK VINEYARDS,323 STANDING DEER LN,TIGER,GA,30576,RABUN
GA-W-15030,"CURRAHEE VINEYARD & WINERY, INC.",,372 CAWTHON RD,TOCCOA,GA,30577,STEPHENS
GA-W-15031,"12 SPIES VINEYARDS & FARM, LLC",,550 BLACK BRANCH RD,RABUN GAP,GA,30568,RABUN
GA-W-15033,"ODOM SPRINGS VINEYARDS, INC.",,637 ODOM RD,BLAIRSVILLE,GA,30512,UNION
GA-W-15034,"LITTLE VINE VINEYARDS, INC.",,665 N HULETT RD,VILLA RICA,GA,30180,CARROLL
GA-W-15035,"GIN CREEK AG SERVICES, LLC",GIN CREEK VINEYARDS AND WINERY,251 DEMOTT RD,HARTSFIELD,GA,31756,COLQUITT
GA-W-15036,"FARMER'S DAUGHTER VINEYARDS, LLC",FARMER'S DAUGHTER VINEYARDS,2249 HWY 112,PELHAM,GA,31779,MITCHELL
GA-W-15037,P. VICTOR BOUTIER,BOUTIER WINERY,4506 HUDSON RIVER CHURCH RD,DANIELSVILLE,GA,30633,MADISON
GA-W-20038,"HARD PRESSED BEVERAGES, LTD",,8660 BLUE RIDGE DRIVE DR,BLUE RIDGE,GA,30513,FANNIN
GA-W-20425,"LITTLE HOUSE VINEYARDS, INC",,450 TIPTON TRL,MORGANTON,GA,30560,FANNIN
GA-W-21002,"ANHEUSER-BUSCH, LLC",,100 BUSCH DR,CARTERSVILLE,GA,30120,
GA-W-21003,"PCRS MANAGMENT,  INC","PARADISE HILLS, RESORT & SPA",366 PARADISE RD,BLAIRSVILLE,GA,30512,UNION
GA-W-21005,"ZA2GA WINE CO, LLC",MONTALUCE WINERY,946 VIA MONTALUCE,DAHLONEGA,GA,30533,LUMPKIN
GA-W-21006,"BELL FARMS, INC",,4331 HWY 32,BRISTOL,GA,31518,PIERCE
GA-W-21007,"CARTECAY VINEYARDS, LLC",,5790 CLEAR CREEK RD,ELLIJAY,GA,30536,GILMER
GA-W-21008,"THIS LITTLE PIGGY VINEYARD, INC.",THIS LITTLE PIGGY VINEYARD,873 LIBERTY HILL RD,BLAIRSVILLE,GA,30512,FANNIN
GA-W-21009,"DEBARGE VINEYARDS, INC.",DEBARGE VINEYARDS & WINERY,21058 HWY 193,LAFAYETTE,GA,30728,WALKER
GA-W-21010,"COFFEE CUP- RED BARN VINEYARDS, INC.",,1301 FOREST HILL DR,PERRY,GA,31069,UNITED STATES
GA-W-21011,"ELLIJAY RIVER VINEYARDS, LLC",,111 RIVER BIRCH LN,ELLIJAY,GA,30540,GILMER
GA-W-21012,"GEORGIA BOB'S CANE RIVER VINEYARDS, LLC.",,144 CANE RIVER DR,BRYRON,GA,31008,PEACH
GA-W-21013,"SWEET ACRE FARMS, LLC",SWEET ACRE FARMS WINERY,7570 BILL WILSON RD,ALTO,GA,30510,HALL
GA-W-21014,SUSINA LLC,SUSINA PLANTATION WINERY,1334 MERIDIAN RD,THOMASVILLE,GA,31792,
GA-W-21015,"MONKS MEADERY, INC.",MONKS MEADERY,579 N HIGHLAND AVE NE,ATLANTA,GA,30307,FULTON
GA-W-21016,CENITA WINERY LLC,CENITA WINERY,591 DOCK DORSEY RD,CLEVELAND,GA,30528,WHITE
GA-W-21017,"CEDAR GREEN VINEYARDS, LLC",,5115 HWY 16,SPARTA,GA,31087,HANCOCK
GA-W-21018,"TREEHORN, LLC",,1395 S MARIETTA PKWY SE STE 130,MARIETTA,GA,30060,COBB
GA-W-21019,"FEATHERS EDGE VINEYARDS, LLC",,9975 BALL GROUND HWY,BALL GROUND,GA,30107,
GA-W-21021,MILDRED STROUD,SALLY'S CREEK WINERY,7598 OLD GA HWY 3 HWY,BACONTON,GA,31716,
GA-W-21022,"BUZZERY, LLC",BUZZERY,110 S MAIN ST,BOSTON,GA,31626,THOMAS
GA-W-21023,BEACHTON ESTATE LLC,,175 HOLTON LN,THOMASVILLE,GA,31792,GRADY
GA-W-21024,CHATEAU MEICHTRY LLC,,1862 ORCHARD LN,TALKING ROCK,GA,30175,GILMER
GA-W-21025,"ENGELHEIM VINEYARDS, LLC",ENGELHEIM VINEYARDS,127 LAKEVIEW RD,ELLIJAY,GA,30540,GILMER
GA-W-21026,E.C. LIVINGSTON LLC,CAVENDER CREEK VINEYARDS AND WINERY,3610 CAVENDER CREEK RD,DAHLONEGA,GA,30533,LUMPKIN
GA-W-21027,"RED WINE AND BLUE VINEYARD AND WINERY, LLC",KAYA VINEYARD AND WINERY,5400 TOWN CREEK RD,DAHLONEGA,GA,30533,WHITE
GA-W-21029,"WOLF CREEK PLANTATION, LLC",,207 WOLF CREEK DR,AMERICUS,GA,31719,SUMTER
GA-W-21030,"TRILLIUM VINEYARD, LLC",,1968 OLD BUSHMILL RD,BREMEN,GA,30110,HARALSON
GA-W-21031,"CITY WINERY ATLANTA, LLC",,"650 NORTH AVE., NE, STE. S101, S201",ATLANTA,GA,30308,FULTON
GA-W-21032,"EDELWEISS HOSPITALITY, INC",SYLVAN VALLEY CELLARS,747 DUNCAN BRIDGE RD,SAUTEE NACOOCHEE,GA,30571,WHITE
GA-W-21033,"BEAR CLAW VINEYARDS, INC.",,2281 TENNIS COURT RD,BLUE RIDGE,GA,30513,FANNIN
GA-W-21035,ETOWAH MEADERY CORP,ETOWAH MEADERY,3003 MORRISON MOORE PKWY E,DAHLONEGA,GA,30533,LUMPKIN
GA-W-21036,"BIG DOOR VINEYARDS, LLC",,125 CLEARWATER TRL,WHITE,GA,30184,CHEROKEE
GA-W-21037,FOUR COUNTRY VINEYARDS LLC,ACCENT CELLARS,215 AURARIA RD,DAHLONEGA,GA,30533,LUMPKIN
GA-W-21038,SWEET MAGNOLIA MEADERY LLC,,30 INDUSTRIAL PARK DR STE 114,DAWSONVILLE,GA,30534,
GA-W-21039,MUSCADINE PRODUCTS CORPORATION,,1788 SATILLA RD,WRAY,GA,31798,IRWIN
GA-W-21040,"URBAN TREE HARD CIDER, LLC",,1465 HOWELL MILL RD STE 100,ATLANTA,GA,30316,FULTON
GA-W-21041,"A AND A HOME BREWING, INC",DRAGON QUEEN WINERY,1142 ATHENS HWY STE 105,GRAYSON,GA,30017,GWINNETT
GA-W-21043,"PEARL VINEYARDS, LLC",,7070 HWY 15 SOUTH,WHITE PLAINS,GA,30678,GREENE
GA-W-21044,RACHEL L WILLIAMS,3JSHELL,750 CENTRAL AVE,MACON,GA,31206,BIBB
GA-W-21045,"EDELWEISS SERVICES, INC.",BLUE HAVEN BEE COMPANY,2069 BOND AVE,CANON,GA,30520,FRANKLIN
GA-W-21046,QUALUSI VINEYARDS LLC,,440 BLOSSOM TRAIL,ACWORTH,GA,30101,
GA-W-21047,THEM APPLES LLC,,3300 MARJAN DR,ATLANTA,GA,30340,DEKALB
GA-W-21048,STONE FARM WINERY INC,,924 HOLLAND RD,FORT VALLEY,GA,31030,PEACH
GA-W-21049,"NORTH TO SOUTH BEVERAGE GROUP, LLC",NORTH 2 SOUTH CIDER WORKS,5249 N LAKE DR UNIT B,LAKE CITY,GA,30260,CLAYTON
GA-W-21050,"B. WINE, LLC",,100 TOUR DE FRANCE DR,BRASELTON,GA,30517,BARROW
GA-W-21051,JOSEPH R KEENAN CO,,203 HILDERBRAND DR,SANDY SPRINGS,GA,30328,FULTON
GA-W-21053,"MISSING LYNX, INC.",,305 KENNEDY POND RD,STATESBORO,GA,30458,BULLOCH
GA-W-21054,"SHEZMU CELLARS, LLC",SHEZMU CELLARS,562 WYLIE RD SE STE 3,MARIETTA,GA,30067,COBB
GA-W-21055,"MEEK LIECHTY, LLC",NUTWOOD PLANTATION WINERY,1339 UPPER BIG SPRINGS RD,LAGRANGE,GA,30241,TROUP
GA-W-21056,FOUR PAWS WINERY LLC,,2420 EASTGATE PL STE J,SNELLVILLE,GA,30078,GWINNETT
GA-W-21057,"THE ESTATE AT HIGHTOWER CREEK, LLC",HIGHTOWER CREEK VINEYARDS,7150 CANAAN DR,HIAWASSEE,GA,30546,TOWNS
GA-W-21058,"FAMILY LEGENDS WINERY, LLC",STONEWALL CREEK VINEYARDS,323 STANDING DEER LN,TIGER,GA,30576,RABUN
GA-W-21060,JAIL CREEK FARMS LLC,JAIL CREEK FARMS,1151 HWY 96 W,JEFFERSONVILLE,GA,31044,
GA-W-21062,"SECOND SELF, LLC",SECOND SELF,1311 LOGAN CIR NW,ATLANTA,GA,30318,FULTON
GA-W-21063,"TESNATEE RIVER WINERY AND MEADERY, LLC",TESNATEE RIVER WINERY AND MEADERY,172 LLOYDS HONEY FARM RD,CLEVELAND,GA,30528,WHITE
GA-W-21064,"EDUCATION ALES, LLC",,840 FRANKLIN CT STE 100,MARIETTA,GA,30067,
GA-W-21065,BROKEN ANCHOR WINERY LLC,,3335 NW COBB PKWY STE 930,ACWORTH,GA,30101,COBB
GA-W-21066,"BARRETT GROUP, LLC",,763 TRABERT AVE NW STE 200 A,ATLANTA,GA,30318,
GA-W-21067,"SOUTHERN BREWING CO., INC.",,123 N LUMPKIN ST,MONROE,GA,30655,
GA-W-21068,"FAINTING GOAT VINEYARDS & WINERY, LLC",FAINTING GOAT VINEYARD AND WINERY,201 VINEYARD WAY,JASPER,GA,30143,PICKENS
GA-W-21069,"SLKI, LLC",5/4 MEADERY,35B OAK ST,ROSWELL,GA,30075,FULTON
GA-W-21071,DRY COUNTY BREWING COMPANY LLC.,DRY COUNTY BREWING COMPANY,1500 LOCKHART DR NW,KENNESAW,GA,30144,COBB
GA-W-21072,"REFORMATION BREWERY, LLC",,6255 RIVERVIEW RD BLDG 4000,SMYRNA,GA,30126,
GA-W-21073,FIVE POINTS BERRIES WINERY LLC,FIVE POINTS BERRIES WINERY,749 JOHNSON CEMETERY RD,MAUK,GA,31058,MARION
GA-W-21074,FOLKSY VENTURES LLC,WALDMET CELLARS,62 RALPH HICKS CIR,JASPER,GA,30143,PICKENS
GA-W-21075,"REECE'S CIDER COMPANY, LLC",REECE'S CIDER COMPANY,9110 HWY 52 E,ELLIJAY,GA,30536,GILMER
GA-W-21076,"BUBBLE HOUSE, LLC",CREEKSTONE WINERY,293 HARDMAN FARM RD,SAUTEE NACOOCHEE,GA,30571,WHITE COUNTY
GA-W-21077,GRAPES AND LADDERS WINERY LLC,,2317 HWY 382 W,ELLIJAY,GA,30540,GILMER
GA-W-21078,THE BLACKWOOD RANCH LLC,HÁVAMÁL MEADERY,1760 GEER RD,UNION POINT,GA,30669,GREENE
GA-W-21079,"NEWBY FARMS AND VINEYARD, LLC",NEWBY FARMS AND VINEYARD,,ROME,GA,30165,FLOYD
GA-W-21080,TERRA INCOGNITA VINEYARD LLC,TERRA INCOGNITA VINEYARD LLC,1821 VANDIVER MOUNTAIN RD,CLARKESVILLE,GA,30523,RABUN
GA-W-21081,"SOUTHERN BREWING CO., INC.",,231 COLLINS INDUSTRIAL BLVD,ATHENS,GA,30601,
GA-W-21082,FOX VINEYARDS INC,FOX VINEYARDS,,SOCIAL CIRCLE,GA,30025,NEWTON
GA-W-21083,"STONEY J'S FARM AND ORCHARD, LLC",STONEY J'S,1506 STONEY POINT RD,CUMMING,GA,30041,FORSYTH
GA-W-21084,HALLWAY BREWING LLC,,975 CHATTAHOOCHEE AVE NW,ATLANTA,GA,30318,
GA-W-21085,HARVEST MOON FARMS AND VINEYARDS LLC,THREE STRANDS VINEYARD & WINERY,1505 WILLOW SPRINGS RD,DALLAS,GA,30132,PAULDING
GA-W-21086,ABBOT'S ACRE LTD COMPANY,,1130 WOODLAND TRCE,CUMMING,GA,30041,FORSYTH
GA-W-21087,BUCKLEY FARMS AND VINEYARD LLC,BUCKLEY FARMS AND VINEYARD,708 HENRY EVANS RD,ELLIJAY,GA,30536,GILMER
GA-W-21088,CRAFT BEVERAGE CONCEPTS LLC,,308 MAIN ST,LAGRANGE,GA,30240,
GA-W-21089,"WARM SPRINGS WINERY, LLC",WARM SPRINGS WINERY,3355 IMLAC RD,WOODBURY,GA,30293,MERIWETHER
GA-W-21090,"CLOUDLAND VINEYARDS AND WINERY, LLC.",CLOUDLAND VINEYARDS AND WINERY,3796 N BOGAN RD,BUFORD,GA,30519,HALL
GA-W-21091,REDTAIL MOUNTAIN VINEYARD INC,"REDTAIL MOUNTAIN VINEYARDS,INC",400 WHITE RD,BLAIRSVILLE,GA,30512,UNION
GA-W-21092,"CRASH URBAN WINERY, LLC",CRASH URBAN WINERY,1945 CINDY DR,DECATUR,GA,30032,DEKALB
GA-W-21093,GESELLE WINE LLC,,4460 COMMERCE CIR UNIT C,ATLANTA,GA,30336,
GA-W-21094,UNCORKED ON MAIN LLC,,129 MAIN ST,VILLA RICA,GA,30180,CARROLL
GA-W-21095,JOSEPH F. SHIRER,BRANDYWINE FARMS,4526 E BROOMTOWN RD,TRION,GA,30753,WALKER
GA-W-21096,FIVE HIVES & VINES LLC,,6760 GA HIGHWAY 46 HWY,STATESBORO,GA,30458,BULLOCH
GA-W-21097,"DEEP SPRINGS VINEYARDS, LLC",,1606 BEAVERDALE RD NE,DALTON,GA,30721,WHITFIELD
GA-W-21098,BROKEN HORSESHOE VINEYARD LLC,BROKEN HORSESHOE VINEYARD,2560 HIGHWAY 2 W,CRANDALL,GA,30711,MURRAY
GA-W-21099,AG WINE LLC,,3608 OAKSHIRE WAY SE,ATLANTA,GA,30354,FULTON
GA-W-21100,"ATLANTA HARD CIDER CO. & DISTILLERY, INC.",,1010 ROSWELL ST,MARIETTA,GA,30060,
GA-W-21101,KINGWOOD WINERY LLC,,401 COUNTRY CLUB DR,CLAYTON,GA,30525,RAVEN
GA-W-21102,BOB WATTS LLC,MCLEMORE'S VINES,664 W COVE RD,CHICKAMAUGA,GA,30707,WALKER
GA-W-21103,THE GOTH GARDENER LLC,THE GOTH GARDENER,373 COOK RD,GRIFFIN,GA,30224,LAMAR
GA-W-21104,"CREEKSIDE FARMS & VINEYARD, LLC",,1669 OLD ALABAMA ROAD,TAYLORSVILLE,GA,30178,BARPOW
GA-W-21105,"BLUE CIELO FARMS, LLC","BLUE CIELO FARMS, LLC",140 GARRETTS WAY,COMMERCE,GA,30529,JACKSON
GA-W-21106,"BEE EFFERVESCENT, LLC",,716 HIGHWAY 246,DILLARD,GA,30537,RABUN
GA-W-21107,CRAFT BEVERAGE CONCEPTS LLC,,71 BUSCH DR,LAGRANGE,GA,30240,TROUP
GA-W-21108,RENEGADE LEMONADE LLC,,178 MISTY HILL TRL,DALLAS,GA,30132,PAULDING
GA-W-21109,"LIMOGES CELLARS, LLC",LIMOGES CELLARS,312 CONASAUGA DR,CLEVELAND,GA,30528,
GA-W-21110,FRANKLIN WINERY LLC,,1656 MADISON RD,MADISON,GA,30650,PUTNAM
GA-W-21111,GEORGIA PEACH WORLD VINEYARD LLC,PEACH WORLD FARM,2113 GA HWY 57,TOWNSEND,GA,31331,MCINTOSH
GA-W-21112,"LIVING WATER WINERY & VINEYARD, INC.",,126 WORLEY DR,BLAIRSVILLE,GA,30512,UNION
GA-W-21113,LAKE COUNTRY BREWING LLC,,202 N WEST ST,GREENSBORO,GA,30642,GREENE
GA-W-21114,ARROWQUEST SERVICES INCORPERATED,MULBERRY SPRINGS VINEYARD AND WINERY,4527 J M TURK RD,FLOWERY BRANCH,GA,30542,
GA-W-21115,"FLORA MEAD, LLC",,313 MCFARLAND AVE,ROSSVILLE,GA,30741,CATOOSA
GA-W-21116,"WILD CREEK DISTILLERY, LLC",WILD CREEK WINE AND SPIRITS,1133 WILDER RD,PELHAM,GA,31779,GRADY
GA-W-21117,"TWIN MILLS WINERY, LLC",,103 E MAIN ST,HOGANSVILLE,GA,30230,TROUP
GA-W-21118,BLUE DUCK CIDER COMPANY INC.,,30 INDUSTRIAL PARK RD STE 114,DAWSONVILLE,GA,30534,
GA-W-21119,OTT VINEYARDS AND WINERY LLC,OTT VINEYARDS AND WINERY LLC,230 HENRY EVANS RD,ELLIJAY,GA,30536,GILMER
GA-W-21120,"GEORGIA FARM WINES, LLC",SEVEN DAY BOTTOMS FARM WINERY,660 JUNIOR WARD RD RD,DAHLONEGA,GA,30533,LUMPKIN
GA-W-21121,"THE CRAFTY RABBIT MEADERY, LLC",,212 NIX RD,BREMEN,GA,30110,HARALSON
GA-W-21122,"OGHAM MEADERY, LLC",OGHAM MEADERY,105 EASTLAND DR,KATHLEEN,GA,31047,HOUSTON
GA-W-21123,"CANOE VINEYARD AND WINERY, LLC",,119 INLAND DR,TALKING ROCK,GA,30175,PICKENS
GA-W-21124,WATKINSVILLE WINE LLC,WATKINSVILLE WINE,3190 FLAT ROCK RD,WATKINSVILLE,GA,30677,OCONEE
GA-W-21125,BUFFALO SOLDIER FINE WINE LLC,,1225 FALLS CREEK CT,CONYER,GA,30094,ROCKDALE
GA-W-21126,THE FARM AT PAMELOT INC.,,2105 BETHANY WAY,MILTON,GA,30004,
GA-W-21127,BREWDOG ATLANTA LLC,,112 KROG ST NE UNIT 103,ATLANTA,GA,30307,
GA-W-21128,RED TOP BREWHOUSE LLC,RED TOP BREWHOUSE,4637 S MAIN ST,ACWORTH,GA,30101,
GA-W-21129,CAIRN VIEW WINERY INC.,,299 HAPPY TRAILS WAY,JASPER,GA,30143,PICKENS
GA-W-21130,WILD LEAP LLC,,125 TED TURNER DR SW STE B & D,ATLANTA,GA,30313,
